"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"1140",154,"112",10,7,"du","Berge","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",562356.8852,5692998.542,"found"
"987",155,"112",10,8,"br","Niedergandern ","Göttingen","Hannover","j","j","j","j",NA,"not detected","Niedergandern","Friedland",999,999,"not detected","",999,999,""
"752",156,"112",10,14,"co","Hohengandern","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",565767.280334525,5691906.85407871,"detected","",565767.2803,5691906.854,""
"785",157,"112",10,25,"c","Gerbershausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",568530.836747047,5687761.07580478,"detected","",568530.8367,5687761.076,""
"885",158,"112",11,2,"cr","Schachtebich","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"detected","","",573047.229228336,5694942.31890838,"detected","",573047.2292,5694942.319,""
"988",159,"112",11,3,"ao","Streitholz ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Streitholz","Hohes Kreuz",999,999,"not detected","",999,999,""
"989",160,"112",11,3,"du","Mengelrode ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Mengelrode","Hohes Kreuz",999,999,"not detected","",999,999,""
"897",161,"112",11,12,"bo","Steinheuterode","Heiligenstadt","Pr. Sachsen","j","j",NA,"j",NA,"detected","","",574367.487402325,5692670.0521968,"detected","",574367.4874,5692670.052,""
"990",162,"112",11,13,"bl","Rengelrode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Rengelrode","Heilbad Heiligenstadt",999,999,"not detected","",999,999,""
"929",163,"112",11,14,"b","Heilbad Heiligenstadt","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"not detected","Heiligenstadt","",579105.738106432,5692351.99042763,"detected","",579105.7381,5692351.99,""
"991",164,"112",11,18,"al","Uder ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Uder","Eichsfeld",999,999,"not detected","",999,999,""
"869",165,"112",11,24,"cu","Lutter","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",577761.272827986,5687381.51691008,"detected","",577761.2728,5687381.517,""
"992",166,"112",12,6,"b","Bodenrode-Westhausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Westhausen","",999,999,"not detected","",999,999,""
"993",167,"112",12,7,"ao","Bodenrode ","Worbis","Pr. Sachsen","j",NA,"j","j",NA,"not detected","Bodenrode","Bodenrode-Westhausen",999,999,"not detected","",999,999,""
"994",168,"112",12,7,"br","Wingerode ","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Wingerode","Eichsfeld",999,999,"not detected","",999,999,""
"995",169,"112",12,10,"co","Leinefelde-Worbis","Worbis","Pr. Sachsen","j","j","j","j",NA,"not detected","Leinefelde","",999,999,"not detected","",999,999,""
"930",170,"112",12,16,"d","Geisleden","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",583419.76840092,5689495.20089936,"detected","",583419.7684,5689495.201,""
"950",171,"112",12,23,"ar","Kreuzebra","Heiligenstadt","Pr. Sachsen","j","j","j",NA,NA,"detected","","",587581.978221261,5688463.62031773,"detected","",587581.9782,5688463.62,""
"146",172,"112",13,22,"b","Altenritte","Kassel","Hessen-Nassau","j","j","j","j",NA,"detected","","",527853.299854986,5679092.22627689,"detected","",527853.2999,5679092.226,""
"147",173,"112",14,8,"co","Heiligenrode","Kassel","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",540386.703909672,5684191.46137464,"detected","",540386.7039,5684191.461,""
"1141",174,"112",14,17,"cl","Krumbach","Kassel","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",999,999,"not found (all 3 entries donâ€™t lie in right quadrant)"
"148",175,"112",14,19,"b","Oberkaufungen","Kassel","Hessen-Nassau","j","j","j","j",NA,"detected","","",544076.001931285,5681563.84442499,"detected","",544076.0019,5681563.844,""
"728",176,"112",15,1,"a","Escherode","Münden","Hannover","j","j","j","j",NA,"detected","","",546259.36629427,5686154.12318113,"detected","",546259.3663,5686154.123,""
"149",177,"112",15,5,"ao","Ellingerode","Witzenhausen","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",557018.552653699,5686796.64019468,"detected","",557018.5527,5686796.64,""
"996",178,"112",15,5,"cl","Roßbach ","Witzenhausen","Hessen-Nassau",NA,"j",NA,NA,NA,"not detected","Roßbach","Witzenhausen",999,999,"not detected","",999,999,""
"150",179,"112",15,6,"ao","Nieste","Kassel","Hessen-Nassau","j","j","j","j",NA,"detected","","",546765.565797562,5684901.96968281,"detected","",546765.5658,5684901.97,""
"151",180,"112",15,22,"bu","Wickenrode","Witzenhausen","Hessen-Nassau",NA,"j",NA,"j",NA,"detected","","",550876.215205773,5678757.46499644,"detected","",550876.2152,5678757.465,""
"997",181,"112",15,24,"au","Großalmerode ","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"not detected","Großalmerode","Witzenhausen",999,999,"not detected","",999,999,""
"998",182,"112",16,3,"a","Werleshausen","Heiligenstadt","Pr. Sachsen","j",NA,"j","j",NA,"not detected","Werleshausen","Witzenhausen",999,999,"not detected","",999,999,""
"152",183,"112",16,8,"bl","Oberrieden","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",564599.658237081,5684595.5893409,"detected","",564599.6582,5684595.589,""
"153",184,"112",16,11,"ab","Hundelshausen","Witzenhausen","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",559122.239399642,5682627.46882723,"detected","",559122.2394,5682627.469,""
"999",185,"112",16,14,"br","Wahlhausen ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Wahlhausen","Eichsfeld",999,999,"not detected","",999,999,""
"154",186,"112",16,22,"cl","Dudenrode","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",560758.551774417,5678720.4952916,"detected","",560758.5518,5678720.495,""
"829",187,"112",17,2,"d","Wüstheuterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",573822.001446645,5686099.58869056,"detected","",573822.0014,5686099.589,""
"870",188,"112",17,4,"d","Kalteneber","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",579295.746625028,5685936.82871927,"detected","",579295.7466,5685936.829,""
"1142",189,"112",17,16,"bo","Asbach","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",571705.3046,5681475.776,"found"
"753",190,"112",17,23,"du","Pfaffschwende","Heiligenstadt","Pr. Sachsen","j",NA,"j","j",NA,"detected","","",576556.318827021,5678020.02760775,"detected","",576556.3188,5678020.028,""
"1000",191,"112",17,24,"ab","Lehna ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Lehna","Schimberg",999,999,"not detected","",999,999,""
"810",192,"112",17,24,"c","Sickerode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",578238.652768358,5678479.22084318,"detected","",578238.6528,5678479.221,""
"912",193,"112",18,1,"du","Flinsberg","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",582958.120091946,5685750.2133742,"detected","",582958.1201,5685750.213,""
"913",194,"112",18,13,"a","Wachstedt","Mühlhausen","Pr. Sachsen",NA,"j",NA,NA,NA,"detected","","",587157.291720243,5683128.1373705,"detected","",587157.2917,5683128.137,""
"1001",195,"112",18,22,"cu","Großbartloff ","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"not detected","Großbartloff","Eichsfeld",999,999,"not detected","",999,999,""
"155",196,"112",19,7,"dl","Besse","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",526942.930903386,5674405.37970654,"detected","",526942.9309,5674405.38,""
"156",197,"112",19,10,"a","Dörnhagen","Kassel","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",534606.145195591,5675163.0848154,"detected","",534606.1452,5675163.085,""
"157",198,"112",19,19,"cu","Wolfershausen","Melsungen","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",531019.749175897,5670068.92936276,"detected","",531019.7492,5670068.929,""
"158",199,"112",19,19,"d","Ellenberg","Melsungen","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",532548.206153015,5670434.25607098,"detected","",532548.2062,5670434.256,""
"159",200,"112",20,3,"cl","Wellerode","Kassel","Hessen-Nassau","j","j","j","j",NA,"detected","","",539706.153991387,5676656.91287568,"detected","",539706.154,5676656.913,""
"160",201,"112",20,10,"ab","Eschenstruth","Kassel","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",546356.58524867,5675400.36290147,"detected","",546356.5852,5675400.363,""
"1002",202,"112",20,22,"a","Empfershausen ","Melsungen","Hessen-Nassau","j","j","j","j",NA,"not detected","Empfershausen","Körle",999,999,"not detected","",999,999,""
"161",203,"112",21,8,"bo","Rommerode","Witzenhausen","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",553557.527156014,5675937.58833728,"detected","",553557.5272,5675937.588,""
"162",204,"112",21,17,"bl","Hessisch Lichtenau","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",550239.670798968,5671777.88740945,"detected","",550239.6708,5671777.887,""
"163",205,"112",21,25,"a","Küchen","Witzenhausen","Hessen-Nassau","j","j","j","j",NA,"detected","","",557130.848289496,5669814.6021424,"detected","",557130.8483,5669814.602,""
"164",206,"112",22,9,"d","Wellingerode","Eschwege","Hessen-Nassau","j","j","j",NA,NA,"detected","","",567518.69022618,5674678.6683101,"detected","",567518.6902,5674678.668,""
"165",207,"112",22,17,"br","Germerode","Eschwege","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",563310.900431318,5672089.18441083,"detected","",563310.9004,5672089.184,""
"166",208,"112",22,20,"c","Eltmannshausen","Eschwege","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",569163.343927593,5670807.71863097,"detected","",569163.3439,5670807.719,""
"167",209,"112",23,2,"bu","Hitzelrode","Eschwege","Hessen-Nassau","j","j","j",NA,NA,"detected","","",573698.751450718,5677221.80883413,"detected","",573698.7515,5677221.809,""
"729",210,"112",23,8,"a","Kella","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,"detected","","",575443.955653626,5675812.34401211,"detected","",575443.9557,5675812.344,""
"1003",211,"112",23,9,"br","Großtöpfer ","Heiligenstadt","Pr. Sachsen","j","j",NA,NA,NA,"not detected","Großtöpfer","Eichsfeld",999,999,"not detected","",999,999,""
"730",212,"112",23,15,"ar","Bebendorf","Heiligenstadt","Pr. Sachsen","j",NA,NA,NA,NA,"detected","","",580741.697413583,5674224.52116429,"detected","",580741.6974,5674224.521,""
"168",213,"112",23,24,"ar","Aue","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",578705.998671813,5670299.88857398,"detected","",578705.9987,5670299.889,""
"841",214,"112",24,3,"c","Effelder","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,"detected","","",587028.389711346,5677163.73455017,"detected","",587028.3897,5677163.735,""
"1004",215,"112",24,9,"do","Struth ","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"not detected","Struth","Rodeberg",999,999,"not detected","",999,999,""
"754",216,"112",24,12,"cu","Hildebrandshausen","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",584751.973630942,5672943.25031849,"detected","",584751.9736,5672943.25,""
"857",217,"112",24,15,"ar","Eigenrieden","Mühlhausen","Pr. Sachsen","j","j","j",NA,NA,"detected","","",592543.235957529,5674145.62535337,"detected","",592543.236,5674145.625,""
"811",218,"112",24,24,"au","Diedorf","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,"detected","","",589607.503512563,5670211.42709065,"detected","",589607.5035,5670211.427,""
"169",219,"112",25,2,"ao","Maden","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",526276.170805425,5668218.65486953,"detected","",526276.1708,5668218.655,""
"170",220,"112",25,12,"ad","Lohre","Melsungen","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",527181.999979749,5663519.21835643,"detected","",527182,5663519.218,""
"171",221,"112",25,13,"br","Gensungen","Melsungen","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",530621.523653484,5664161.29116188,"detected","",530621.5237,5664161.291,""
"172",222,"112",26,2,"ac","Röhrenfurth","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",538359.440212105,5667215.83015864,"detected","",538359.4402,5667215.83,""
"173",223,"112",26,15,"c","Elbersdorf","Melsungen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",544944.328253458,5662798.36615381,"detected","",544944.3283,5662798.366,""
"1005",224,"112",26,22,"al","Malsfeld","Melsungen","Hessen-Nassau","j","j","j","j",NA,"not detected","Malsfeld","Schwalm-Eder ",999,999,"not detected","",999,999,""
"174",225,"112",27,7,"do","Vockerode-Dinkelberg","Melsungen","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",550356.951596873,5665506.46638656,"detected","",550356.9516,5665506.466,""
"1143",226,"112",27,8,"cr","Weidelbach","Melsungen","Hessen-Nassau","j",NA,NA,NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",552543.8662,5665116.826,"found"
"175",227,"112",27,20,"a","Schemmern","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",557504.026633875,5662689.68890325,"detected","",557504.0266,5662689.689,""
"176",228,"112",27,21,"dr","Metzebach","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",549153.780815495,5659611.60075482,"detected","",549153.7808,5659611.601,""
"177",229,"112",28,14,"br","Hoheneiche","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",568162.389759141,5664576.98520583,"detected","",568162.3898,5664576.985,""
"178",230,"112",29,11,"d","Datterode","Eschwege","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",571619.761361021,5663567.28676958,"detected","",571619.7614,5663567.287,""
"1006",231,"112",29,14,"au","Weißenborn ","Eschwege","Hessen-Nassau","j","j","j","j",NA,"not detected","Weißenborn","Werra-Meißner",999,999,"not detected","",999,999,""
"179",232,"112",29,22,"cu","Grandenborn","Eschwege","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",572670.788240162,5659522.33305688,"detected","",572670.7882,5659522.333,""
"786",233,"112",30,3,"a","Wendehausen","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,"detected","","",587349.928590467,5668515.18668025,"detected","",587349.9286,5668515.187,""
"858",234,"112",30,5,"ao","Heyerode","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",592377.130370401,5669003.48379446,"detected","",592377.1304,5669003.484,""
"1007",235,"112",30,6,"c","Großburschla ","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"not detected","Großburschla","Treffurt",999,999,"not detected","",999,999,""
"755",236,"112",30,7,"dr","Treffurt","Mühlhausen","Pr. Sachsen","j","j","j",NA,NA,"detected","","",586271.153136977,5665693.9196271,"detected","",586271.1531,5665693.92,""
"830",237,"112",30,13,"du","Falken","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",588671.044568257,5663688.00671565,"detected","",588671.0446,5663688.007,""
"756",238,"112",30,17,"cr","Schnellmannshausen","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,"detected","","",585379.947702382,5662041.79620993,"detected","",585379.9477,5662041.796,""
"842",239,"112",30,23,"br","Frankenroda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",589274.287559563,5661195.67570194,"detected","",589274.2876,5661195.676,""
"831",240,"112",30,23,"c","Scherbda","Eisenach","Thüringen","j","j","j","j",NA,"detected","","",587313.40851734,5660350.09635209,"detected","",587313.4085,5660350.096,""
"180",241,"112",31,2,"c","Hebel","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",526828.20078334,5657534.36783961,"detected","",526828.2008,5657534.368,""
"871",242,"112",31,17,"ac","Kasdorf","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",413277.258752208,5562264.1022128,"detected","",999,999,"false detected"
"181",243,"112",31,19,"bo","Welferode","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",532655.705356148,5653442.12131358,"detected","",532655.7054,5653442.121,""
"182",244,"112",32,8,"br","Neumorschen","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",542667.662059325,5657073.84383769,"detected","",542667.6621,5657073.844,""
"183",245,"112",32,15,"au","Niederellenbach","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",545835.64018657,5654654.34009807,"detected","",545835.6402,5654654.34,""
"184",246,"112",32,19,"b","Oberellenbach","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",544638.080711395,5652875.59272608,"detected","",544638.0807,5652875.593,""
"185",247,"112",32,22,"al","Rengshausen","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",537633.842365624,5650651.27008129,"detected","",537633.8424,5650651.27,""
"186",248,"112",33,4,"cl","Dankerode","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",554588.009936698,5657753.3506603,"detected","",554588.0099,5657753.351,""
"187",249,"112",33,6,"cl","Heinebach","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",546558.425376696,5655361.44068001,"detected","",546558.4254,5655361.441,""
"188",250,"112",33,18,"dr","Schwarzenhasel","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",554069.913375508,5652353.98230525,"detected","",554069.9134,5652353.982,""
"189",251,"112",34,1,"bo","Diemerode","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",559668.446502466,5658955.1351323,"detected","",559668.4465,5658955.135,""
"190",252,"112",34,12,"dl","Mönchhosbach","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",562986.424176784,5654590.3257316,"detected","",562986.4242,5654590.326,""
"191",253,"112",34,21,"cl","Braunhausen","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",558263.903211095,5650553.37204281,"detected","",558263.9032,5650553.372,""
"192",254,"112",35,1,"cl","Breitau","Rotenburg","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",570046.878234216,5657739.8409274,"detected","",570046.8782,5657739.841,""
